#group,false,false,true,true,false,false,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,double,string,string
#default,mean,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement
,,0,2024-12-16T19:09:26.2946776Z,2024-12-16T19:24:26.2946776Z,2024-12-16T19:21:40Z,21.7875,Temperature1,room1
,,0,2024-12-16T19:09:26.2946776Z,2024-12-16T19:24:26.2946776Z,2024-12-16T19:21:50Z,21.785714285714285,Temperature1,room1
,,0,2024-12-16T19:09:26.2946776Z,2024-12-16T19:24:26.2946776Z,2024-12-16T19:22:00Z,21.7375,Temperature1,room1
,,0,2024-12-16T19:09:26.2946776Z,2024-12-16T19:24:26.2946776Z,2024-12-16T19:22:10Z,21.737499999999997,Temperature1,room1
,,0,2024-12-16T19:09:26.2946776Z,2024-12-16T19:24:26.2946776Z,2024-12-16T19:22:20Z,21.749999999999996,Temperature1,room1
,,0,2024-12-16T19:09:26.2946776Z,2024-12-16T19:24:26.2946776Z,2024-12-16T19:22:30Z,21.714285714285715,Temperature1,room1
,,0,2024-12-16T19:09:26.2946776Z,2024-12-16T19:24:26.2946776Z,2024-12-16T19:22:40Z,21.699999999999996,Temperature1,room1
,,0,2024-12-16T19:09:26.2946776Z,2024-12-16T19:24:26.2946776Z,2024-12-16T19:22:50Z,21.699999999999996,Temperature1,room1
,,0,2024-12-16T19:09:26.2946776Z,2024-12-16T19:24:26.2946776Z,2024-12-16T19:23:00Z,21.7125,Temperature1,room1
,,0,2024-12-16T19:09:26.2946776Z,2024-12-16T19:24:26.2946776Z,2024-12-16T19:23:10Z,21.771428571428572,Temperature1,room1
,,0,2024-12-16T19:09:26.2946776Z,2024-12-16T19:24:26.2946776Z,2024-12-16T19:23:20Z,21.800000000000004,Temperature1,room1
,,0,2024-12-16T19:09:26.2946776Z,2024-12-16T19:24:26.2946776Z,2024-12-16T19:23:30Z,21.800000000000004,Temperature1,room1
,,0,2024-12-16T19:09:26.2946776Z,2024-12-16T19:24:26.2946776Z,2024-12-16T19:23:40Z,21.800000000000004,Temperature1,room1
,,0,2024-12-16T19:09:26.2946776Z,2024-12-16T19:24:26.2946776Z,2024-12-16T19:23:50Z,21.800000000000004,Temperature1,room1

